City,Cuisines,Total_Restaurants,Average_Rating,Total_Votes
Gurgaon,"North Indian, Mughlai, Awadhi",1,0.0,0
Gurgaon,"North Indian, Mughlai, Biryani",4,3.675,726
Gurgaon,"North Indian, Mughlai, Chinese",17,2.611764705882353,1071
Gurgaon,"North Indian, Mughlai, Chinese, Seafood",1,3.5,351
Gurgaon,"North Indian, Mughlai, Chinese, South Indian",1,3.3,32
Gurgaon,"North Indian, Mughlai, Fast Food",1,2.9,35
Gurgaon,"North Indian, Mughlai, Seafood",1,0.0,0
Gurgaon,"North Indian, Mughlai, South Indian",1,0.0,1
Gurgaon,"North Indian, Mughlai, South Indian, Chinese",1,3.1,25
Gurgaon,"North Indian, Mughlai, South Indian, Rajasthani, Street Food",1,3.6,496
Gurgaon,"North Indian, Rajasthani",1,0.0,0
Gurgaon,"North Indian, Rajasthani, Asian",1,4.0,157
Gurgaon,"North Indian, South Indian",5,1.1,28
Gurgaon,"North Indian, South Indian, Chinese",9,1.1444444444444446,110
Gurgaon,"North Indian, South Indian, Chinese, Fast Food",1,0.0,1
Gurgaon,"North Indian, South Indian, Chinese, Healthy Food, Bakery",1,0.0,0
Gurgaon,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",2,3.6,500
Gurgaon,"North Indian, South Indian, Fast Food",1,3.1,9
Gurgaon,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",1,3.4,178
Gurgaon,"North Indian, South Indian, Fast Food, Street Food, Mithai",1,3.1,4
Gurgaon,"North Indian, South Indian, Street Food, Mithai",3,3.1333333333333333,638
Gurgaon,"North Indian, Street Food",2,3.3499999999999996,55
Gurgaon,"North Indian, Street Food, Beverages",1,3.8,120
Gurgaon,"North Indian, Street Food, Mithai",3,1.0333333333333334,68
Gurgaon,"North Indian, Thai, Continental",1,3.9,622
Gurgaon,Oriya,1,3.4,256
Gurgaon,"Parsi, Iranian",1,4.0,2843
Gurgaon,"Persian, Arabian, Lebanese, North Indian",1,4.6,177
Gurgaon,Pizza,3,1.9333333333333333,61
Gurgaon,"Pizza, Desserts",1,3.1,4
Gurgaon,"Pizza, Fast Food",15,2.7,1384
Gurgaon,"Pizza, Italian",5,3.56,1280
Gurgaon,"Pizza, Mexican, Chinese, Italian",1,4.0,259
Gurgaon,"Portuguese, African",1,4.0,1730
Gurgaon,"Portuguese, African, Lebanese",1,4.0,322
Gurgaon,Rajasthani,1,0.0,1
Gurgaon,Raw Meats,1,0.0,1
Gurgaon,"Raw Meats, Fast Food",5,1.72,17
Gurgaon,"Raw Meats, North Indian, Chinese",1,0.0,2
Gurgaon,"Raw Meats, North Indian, Fast Food",3,2.9333333333333336,35
Gurgaon,"Seafood, Mediterranean",1,3.7,45
Gurgaon,South American,1,3.7,131
Gurgaon,South Indian,7,2.7285714285714286,165
Gurgaon,"South Indian, Biryani",1,0.0,3
Gurgaon,"South Indian, Chinese",2,2.8,125
Gurgaon,"South Indian, Chinese, Mughlai",1,0.0,0
Gurgaon,"South Indian, Chinese, North Indian",1,3.1,94
Gurgaon,"South Indian, Desserts, Beverages",1,3.7,25
Gurgaon,"South Indian, Kerala",1,3.4,21
Gurgaon,"South Indian, North Indian",3,3.3333333333333335,76
Gurgaon,"South Indian, North Indian, Chinese",5,2.98,944
Gurgaon,"South Indian, North Indian, Chinese, Fast Food",1,3.3,69
Gurgaon,"South Indian, Seafood, Kerala",1,4.0,802
Gurgaon,"South Indian, Street Food",1,0.0,1
Gurgaon,"Steak, American",1,3.6,313
Gurgaon,Street Food,13,2.4692307692307693,891
Gurgaon,"Street Food, Bakery",1,3.0,5
Gurgaon,"Street Food, Chinese, North Indian",1,0.0,0
Gurgaon,"Street Food, Fast Food",1,2.2,41
Gurgaon,"Street Food, Fast Food, North Indian",1,3.8,317
Gurgaon,"Street Food, Mithai",3,1.9666666666666668,39
Gurgaon,"Street Food, Mithai, North Indian, South Indian, Chinese",1,0.0,3
Gurgaon,"Street Food, Mithai, South Indian, North Indian, Chinese",1,2.5,9
Gurgaon,"Street Food, North Indian",2,1.3,62
Gurgaon,"Street Food, North Indian, Mithai",1,3.1,9
Gurgaon,Tea,2,0.0,3
Gurgaon,"Tea, Fast Food",4,3.1,623
Gurgaon,Thai,1,3.3,40
Gurgaon,"Thai, Asian",1,4.0,219
Gurgaon,"Tibetan, Nepalese",1,3.6,241
Guwahati,"Asian, Chinese, Tibetan",1,4.1,25
Guwahati,Cafe,2,4.4,416
Guwahati,"Cafe, American, Italian, Continental",1,4.1,377
Guwahati,"Cafe, Continental",1,4.1,179
Guwahati,"Cafe, Continental, Chinese",1,4.0,28
Guwahati,"Cafe, Italian",1,4.6,394
Guwahati,"Cafe, North Indian, Italian",1,4.1,124
Guwahati,Chinese,2,3.95,696
Guwahati,"Chinese, North Indian",1,3.6,142
Guwahati,"Chinese, Thai",1,4.1,304
Guwahati,"Chinese, Thai, Japanese, Asian",1,4.4,129
Guwahati,"Continental, Chinese",1,4.3,96
Guwahati,"Continental, European",1,4.2,110
Guwahati,"Continental, Fast Food, Chinese, Charcoal Grill, Mexican",1,4.0,256
Guwahati,"Continental, Juices, Cafe, Desserts, Salad, Italian",1,4.2,99
Guwahati,"Continental, North Indian, Chinese, Arabian, Thai",1,4.3,233
Guwahati,North Indian,1,4.9,774
Guwahati,"North Indian, Continental",1,4.4,222
Guwahati,"North Indian, Continental, Italian, Chinese",1,3.9,360
Hepburn Springs,"Cafe, Coffee and Tea, Modern Australian",1,3.8,192
Hepburn Springs,"Italian, Fusion, Cafe",1,3.8,93
Huskisson,"Breakfast, Modern Australian",1,4.1,40
Hyderabad,"Bakery, Desserts",1,4.8,1023
Hyderabad,"Cafe, Continental, North Indian, Chinese",1,4.2,1859
Hyderabad,"Continental, Asian",1,4.2,79
Hyderabad,"Desserts, Cafe, Mexican",1,4.7,344
Hyderabad,"European, Mediterranean, North Indian",2,4.9,5634
Hyderabad,"Hyderabadi, Awadhi",1,4.1,571
Hyderabad,"Italian, Continental, Chinese",1,4.1,594
Hyderabad,"Mediterranean, Italian, European",1,4.4,2218
Hyderabad,"Mexican, American, Tex-Mex, Burger",2,4.65,4485
Hyderabad,"Mughlai, North Indian, Chinese",1,4.3,3374
Hyderabad,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",1,4.1,1431
Hyderabad,"North Indian, Chinese",1,3.9,616
Hyderabad,"North Indian, Continental, Italian",1,4.2,221
Hyderabad,"North Indian, Japanese, Italian",1,4.3,860
Hyderabad,"North Indian, South Indian, Chinese",1,4.0,682
Hyderabad,"Seafood, Continental, Goan, Asian, Andhra",1,3.8,144
Indore,"Bakery, Cafe, Fast Food",1,4.3,87
Indore,"Cafe, Bakery",1,3.9,69
Indore,"Cafe, Continental, Italian, Street Food",1,4.0,341
Indore,"Cafe, Fast Food",2,4.05,240
Indore,"Cafe, Fast Food, Italian, Mexican",1,3.9,430
Indore,"Cafe, Italian, Mexican, Chinese",1,3.9,502
Indore,"Cafe, Lebanese, Italian",1,3.8,214
Indore,"Greek, Lebanese",1,4.2,304
Indore,"Italian, Continental",1,4.1,37
Indore,"Mexican, Italian",1,3.1,26
Indore,"North Indian, Chinese",3,4.033333333333333,917
Indore,"North Indian, Chinese, Continental, Mediterranean, Asian",1,3.7,238
Indore,"North Indian, Chinese, Italian",1,4.3,334
Indore,"North Indian, Chinese, South Indian",1,4.1,152
Indore,"North Indian, Continental, Mexican, Italian",1,3.8,209
Indore,"North Indian, Mughlai",1,4.0,496
Indore,"North Indian, Mughlai, Seafood",1,4.1,181
Inner City,"European, Contemporary",1,4.9,441
Inner City,Tapas,1,4.9,194
Inverloch,"Burger, Coffee and Tea, Modern Australian",1,3.7,100
Jaipur,"Cafe, Fast Food, North Indian",1,3.9,310
Jaipur,"Cafe, Fast Food, Street Food",1,4.7,1469
Jaipur,"Cafe, Italian, Continental",1,4.4,389
Jaipur,"Cafe, Italian, Japanese, Continental",1,4.2,633
Jaipur,"Cafe, Mexican, Italian, Continental",1,4.3,798
Jaipur,"Cafe, Mexican, Italian, North Indian, Fast Food",1,4.2,198
Jaipur,"Chinese, Asian",1,4.3,308
Jaipur,Continental,1,4.1,148
Jaipur,"Continental, Italian, North Indian, Lebanese, Thai",1,4.0,212
Jaipur,"Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",1,4.0,916
Jaipur,"Continental, Mexican, North Indian, Chinese",1,3.7,112
Jaipur,"Italian, Bakery, Continental",1,4.9,322
Jaipur,"Italian, Chinese, Mexican, Thai, North Indian",1,4.0,582
Jaipur,"Italian, Continental, Mexican, Cafe, Bakery",1,4.4,843
Jaipur,"Modern Indian, Asian",1,3.9,67
Jaipur,"North Indian, Chinese, Continental, Rajasthani",1,4.5,420
Jaipur,"North Indian, Continental, Chinese, Italian, Mexican",1,4.3,1121
Jaipur,"North Indian, Continental, Chinese, Mexican, Italian, Desserts",1,2.6,46
Jaipur,"North Indian, European, Continental, Finger Food",1,3.9,676
Jaipur,Rajasthani,1,4.3,1478
Jakarta,"Asian, Indonesian, Western",1,4.6,873
Jakarta,Burger,1,4.4,410
Jakarta,"Cafe, Italian, Coffee and Tea, Western, Indonesian",1,4.6,1476
Jakarta,"Cafe, Western",1,4.3,458
Jakarta,"Desserts, Bakery, Western",1,4.6,903
Jakarta,"French, Western",1,4.3,243
Jakarta,"Italian, Continental",1,4.1,1498
Jakarta,Japanese,1,4.2,395
Jakarta,"Japanese, Sushi, Ramen",1,4.4,841
Jakarta,Korean,1,3.9,137
Jakarta,"Seafood, Western",2,3.7,483
Jakarta,"Sunda, Indonesian",2,4.9,3302
Jakarta,"Sushi, Japanese",1,4.9,605
Jakarta,"Western, Asian, Cafe",1,4.2,259
Johannesburg,American,1,4.2,212
Johannesburg,"American, Burger",1,4.1,1024
Johannesburg,"Asian, Sushi, Tapas",1,4.3,180
Johannesburg,"Burger, Finger Food, Pizza",1,4.0,861
Johannesburg,"Continental, South African, Beverages, Desserts, Seafood, Grill, Ice Cream, International",1,4.5,222
Johannesburg,"European, Pizza",1,4.1,1207
Kanpur,"Bakery, Desserts, Fast Food",1,3.9,97
Kanpur,"Bakery, Fast Food",1,3.4,49
Kanpur,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",1,3.9,127
Kanpur,"Cafe, Italian",1,3.5,43
Kanpur,Chinese,1,3.9,86
Kanpur,"Chinese, Fast Food",1,3.3,148
Kanpur,"Chinese, Italian, Fast Food",1,3.7,160
Kanpur,"Chinese, North Indian, Continental",1,3.6,106
Kanpur,"Desserts, Fast Food",1,4.1,87
Kanpur,Fast Food,1,4.1,171
Kanpur,"Finger Food, North Indian, Continental, Italian, Mediterranean",1,4.0,24
Kanpur,"Indian, Chinese, Continental",1,3.6,34
Kanpur,North Indian,2,3.8499999999999996,194
Kanpur,"North Indian, Chinese",2,3.95,167
Kanpur,"North Indian, Continental, Asian",1,3.3,51
Kanpur,"North Indian, Fast Food",1,4.1,158
Kanpur,"North Indian, Mexican, Italian",1,4.3,155
Kanpur,"North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1,4.0,41
Kochi,Cafe,1,4.0,406
Kochi,"Cafe, Bakery, Desserts",1,4.2,482
Kochi,"Cafe, Continental, Italian",2,4.2,493
Kochi,"Chinese, Continental",1,3.7,277
Kochi,"Chinese, Seafood, North Indian, Biryani",1,4.2,146
Kochi,"Chinese, Thai, North Indian, South Indian",1,3.7,145
Kochi,"Continental, Cafe, Desserts, Bakery",1,4.3,312
Kochi,"European, Cafe",1,4.2,659
Kochi,"European, North Indian, Mediterranean, American",1,4.5,213
Kochi,"Fast Food, Biryani",1,4.0,246
Kochi,"Italian, Seafood, Mediterranean, Desserts, Cafe",1,4.3,658
Kochi,Kerala,2,4.1,943
Kochi,"Kerala, Fast Food",1,3.7,105
Kochi,"Kerala, South Indian",1,3.6,361
Kochi,"Kerala, South Indian, Chinese, Biryani",1,3.5,348
Kochi,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",1,4.3,722
Kochi,"North Indian, Kerala, Chinese, Continental",1,4.2,394
Kochi,Seafood,1,4.6,289
Kolkata,"Asian, Chinese",1,4.6,945
Kolkata,Bengali,1,4.4,1778
Kolkata,"Biryani, North Indian, Chinese, Mughlai",1,4.6,1219
Kolkata,"Cafe, Chinese, Continental",1,4.0,1126
Kolkata,"Chinese, Cafe, North Indian, Desserts",1,3.9,326
Kolkata,"Chinese, North Indian",1,4.2,5288
Kolkata,"Continental, Italian, North Indian",1,3.5,4464
Kolkata,"Continental, Middle Eastern, Asian",1,4.8,1424
Kolkata,"Continental, North Indian",1,4.3,7574
Kolkata,"Continental, Seafood, North Indian, Asian",1,3.6,1040
Kolkata,"European, American",1,4.4,2224
Kolkata,"Italian, Mexican, American, Mediterranean",1,4.2,1103
Kolkata,North Indian,1,4.1,1616
Kolkata,"North Indian, Chinese",2,4.9,7719
Kolkata,"North Indian, Chinese, Mexican, Italian",1,4.4,1484
Kolkata,"North Indian, Chinese, Street Food",1,4.2,704
Kolkata,"North Indian, Continental",1,3.9,1064
Kolkata,"Seafood, Chinese",1,4.2,2584
Kolkata,"Tex-Mex, American",1,4.0,911
Lakes Entrance,"Breakfast, Coffee and Tea",1,3.8,97
Lakeview,"Burger, Desserts, Sandwich",1,3.6,41
Lincoln,Thai,1,4.5,799
London,"American, Burger",3,4.133333333333333,1186
London,British,1,4.9,706
London,"British, Contemporary",1,4.5,148
London,"Chinese, Dim Sum",2,4.75,1721
London,French,1,4.7,320
London,"Indian, Cafe, Curry",1,4.5,305
London,"Indian, Curry",1,4.1,316
London,"Indian, North Indian, Curry, Cafe",1,4.7,964
London,"Indian, Pakistani, Curry",1,4.7,214
London,"Indian, Street Food",1,4.5,367
London,Italian,2,4.4,842
London,"Japanese, Sushi",2,4.5,747
London,"Ramen, Japanese",1,4.6,418
London,Steak,1,4.9,309
London,"Taiwanese, Street Food",1,4.9,161
Lorn,"Breakfast, Coffee and Tea",1,3.6,18
Lucknow,"Cafe, Bakery",1,4.1,288
Lucknow,"Cafe, Chinese, Thai, North Indian, Continental",1,4.0,79
Lucknow,"Cafe, Continental, Chinese",1,3.5,147
Lucknow,"Cafe, Fast Food",2,3.95,804
Lucknow,"Cafe, Italian",1,4.3,106
Lucknow,"Cafe, Italian, Continental",1,4.6,567
Lucknow,"Cafe, Italian, Desserts",1,4.1,165
Lucknow,"Continental, North Indian, Asian",1,3.7,514
Lucknow,"Desserts, Ice Cream",1,4.5,144
Lucknow,European,1,4.1,80
Lucknow,"Italian, American, Lebanese",1,4.3,887
Lucknow,"Mediterranean, Italian, American",1,4.3,124
Lucknow,Mughlai,1,4.4,818
Lucknow,"Mughlai, Lucknowi",1,4.9,1057
Lucknow,North Indian,1,4.7,1069
Lucknow,"North Indian, Chinese, Mughlai",1,4.2,691
Lucknow,"North Indian, Continental",1,3.9,268
Lucknow,"North Indian, Continental, South Indian, Chinese, Thai, Asian",1,4.2,149
Lucknow,"North Indian, Mughlai, Chinese",1,4.2,411
Lucknow,"North Indian, Mughlai, Chinese, Continental",1,4.2,762
Ludhiana,Cafe,1,3.7,153
Ludhiana,"Cafe, Bakery, Desserts",1,4.2,210
Ludhiana,"Cafe, Continental, Italian, Bakery",1,4.4,138
Ludhiana,"Continental, Chinese, Italian, Bakery",1,4.2,261
Ludhiana,"European, Chinese",1,3.8,53
Ludhiana,"Italian, Continental, Mexican, Lebanese",1,4.1,178
Ludhiana,"Italian, Continental, North Indian, Cafe",1,4.2,217
Ludhiana,"Mediterranean, Chinese, Continental",1,4.3,87
Ludhiana,"Mughlai, North Indian, Chinese",1,4.4,325
Ludhiana,"North Indian, Chinese",1,4.1,191
Ludhiana,"North Indian, Chinese, Continental",3,3.6333333333333333,213
Ludhiana,"North Indian, Chinese, Fast Food",1,3.6,93
Ludhiana,"North Indian, Chinese, South Indian, Fast Food",1,3.9,109
Ludhiana,"North Indian, Continental",1,3.9,154
Ludhiana,"North Indian, Mughlai",2,4.25,237
Ludhiana,"Pizza, Fast Food",1,3.6,86
Ludhiana,"Portuguese, African",1,3.8,156
Macedon,Cafe,1,3.5,31
Macon,"American, Chinese, Sushi",1,3.7,243
Macon,"American, Greek, Seafood",1,4.0,316
Macon,"American, Seafood",1,4.1,293
Macon,BBQ,1,4.2,288
Macon,"Burger, Desserts, Bar Food",1,4.5,289
Macon,"Chinese, Thai",1,4.5,302
Macon,"Coffee and Tea, Cuban, Latin American",1,3.9,146
Macon,"Desserts, Greek, Sandwich",1,4.3,244
Macon,"European, Italian, Mediterranean",1,4.2,379
Macon,"Greek, Mediterranean, Vegetarian",1,4.2,223
Macon,Italian,1,3.7,104
Macon,"Japanese, Steak, Sushi",1,4.1,314
Macon,"Japanese, Sushi, Thai",2,3.85,385
Macon,Mexican,1,4.1,181
Macon,"Pizza, Sandwich",1,4.9,478
Macon,"Pizza, Sandwich, Vegetarian",1,3.8,323
Macon,Seafood,1,4.6,467
Macon,Steak,1,4.0,195
Makati City,"French, Japanese, Desserts",1,4.8,314
Makati City,Japanese,1,4.5,591
Manchester,"American, Burger, Grill",1,4.9,162
Manchester,"American, Fast Food, Desserts, Steak",1,3.3,14
Manchester,"Argentine, American",1,4.5,602
Manchester,British,1,4.0,52
Manchester,"British, Burger, Cafe",1,4.1,82
Manchester,"British, Contemporary",1,4.1,98
Manchester,"Burger, American",1,4.0,86
Manchester,"European, Mediterranean, Contemporary",1,4.2,67
Manchester,"Fast Food, American",1,3.4,25
Manchester,French,1,4.3,114
Manchester,Indian,1,4.2,383
Manchester,"Indian, Curry",1,4.5,110
Manchester,"Indian, Grill",1,3.7,48
Manchester,"Indian, Seafood",1,3.6,101
Manchester,Italian,2,4.1,833
Manchester,"Pakistani, Indian, Afghani, Curry",1,3.9,150
Manchester,"Pizza, Fast Food",1,3.3,23
Manchester,"Steak, Seafood, Grill",1,4.4,704
Manchester,Thai,1,4.3,422
Mandaluyong City,Chinese,1,4.4,336
Mandaluyong City,"Japanese, Korean",1,4.8,229
Mandaluyong City,"Japanese, Sushi",1,4.9,365
Mandaluyong City,"Seafood, Asian, Filipino, Indian",1,4.4,270
Mangalore,"American, Italian",1,3.8,196
Mangalore,Cafe,1,3.6,209
Mangalore,"Cafe, Continental",1,3.6,84
Mangalore,Chinese,1,3.5,280
Mangalore,"Chinese, Continental, North Indian, Mughlai",1,3.7,260
Mangalore,"Chinese, Mangalorean",1,3.7,355
Mangalore,Continental,1,3.8,328
Mangalore,"Continental, American",1,3.7,104
Mangalore,"Desserts, Bakery",1,3.9,196
Mangalore,"Finger Food, Continental, North Indian",1,3.8,290
Mangalore,"North Indian, Chinese",1,3.7,193
Mangalore,"North Indian, Italian, Finger Food",1,3.9,156
Mangalore,"North Indian, Mughlai",1,3.5,183
Mangalore,"North Indian, Mughlai, Chinese, Mangalorean",1,3.7,173
Mangalore,"Pizza, Italian",1,3.5,127
Mangalore,Seafood,2,4.15,526
Mangalore,"Seafood, North Indian",1,3.9,257
Mangalore,"South Indian, North Indian",1,3.6,275
Mangalore,"South Indian, North Indian, Chinese",1,3.7,175
Mayfield,Asian,1,2.9,11
Mc Millan,"Breakfast, Burger",1,2.4,17
Middleton Beach,"Bar Food, Modern Australian",1,3.8,176
Mohali,"Continental, North Indian",1,4.3,99
Monroe,"Italian, Pizza",1,3.6,65
Montville,"Coffee and Tea, Modern Australian",1,2.4,193
Mumbai,"American, Burger, Fast Food",1,4.6,413
Mumbai,Asian,1,4.0,156
Mumbai,"Bakery, Desserts, Cafe",1,3.9,2076
Mumbai,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",1,3.8,146
Mumbai,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",4,3.925,5167
Mumbai,"Continental, Italian",1,3.8,617
Mumbai,"Fast Food, Beverages, Desserts",1,4.2,1606
Mumbai,"Healthy Food, American, Burger, Salad",1,3.4,170
Mumbai,"Italian, Continental, Mexican, Japanese, American, British",1,3.9,885
Mumbai,Modern Indian,1,4.3,1240
Mumbai,North Indian,1,4.2,3370
Mumbai,"North Indian, Chinese, Thai",1,3.8,181
Mumbai,"North Indian, Italian, Chinese, Mexican",1,4.7,2083
Mumbai,"North Indian, South Indian, Mughlai",1,4.9,3244
Mumbai,Pizza,2,4.25,7807
Mumbai,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",1,4.0,536
Mysore,Andhra,1,3.4,139
Mysore,"Cafe, Continental, European, Beverages",1,3.6,140
Mysore,"Chinese, Thai",1,3.7,208
Mysore,"Continental, Chinese, North Indian",1,3.3,11
Mysore,"Continental, North Indian, South Indian",1,3.8,162
Mysore,"Continental, South Indian",1,3.8,249
Mysore,Finger Food,1,3.7,183
Mysore,Italian,1,3.9,264
Mysore,"Italian, North Indian, South Indian",1,3.7,262
Mysore,North Indian,1,3.5,127
Mysore,"North Indian, Andhra, Mughlai",1,3.7,393
Mysore,"North Indian, Asian, Continental",1,3.6,270
Mysore,"North Indian, Chinese",1,3.5,160
Mysore,"North Indian, Chinese, Italian",1,3.7,172
Mysore,"North Indian, Chinese, South Indian",2,3.55,404
Mysore,"North Indian, Continental, Chinese",1,3.7,132
Mysore,"North Indian, European, Mediterranean",1,4.0,286
Mysore,"Pizza, Italian",1,4.0,304
Mysore,South Indian,1,4.2,392
Nagpur,"American, Fast Food",1,2.2,147
Nagpur,Cafe,4,4.1,897
Nagpur,"Cafe, Chinese, Fast Food, Italian",1,3.7,201
Nagpur,"Cafe, Continental",1,4.0,284
Nagpur,"Cafe, Fast Food",1,3.9,19
Nagpur,Chinese,1,3.8,45
Nagpur,"Chinese, Continental, North Indian",1,4.0,306
Nagpur,"Continental, Fast Food, Tea",1,3.9,26
Nagpur,"Continental, North Indian, Thai, Chinese",1,4.3,270
Nagpur,Fast Food,1,3.3,27
Nagpur,"Fast Food, Chinese",1,4.0,185
Nagpur,"North Indian, Chinese",1,4.0,103
Nagpur,"North Indian, Chinese, Continental",1,4.2,275
Nagpur,"North Indian, European, Mediterranean",1,4.9,226
Nagpur,"North Indian, Italian, Continental",1,4.4,257
Nagpur,"North Indian, Mughlai",1,4.3,88
Nagpur,"Seafood, Chinese, Thai",1,4.0,100
Nashik,Cafe,2,3.3499999999999996,101
Nashik,"Cafe, Desserts",1,3.6,86
Nashik,Chinese,1,3.4,177
Nashik,Fast Food,1,3.5,80
Nashik,Italian,1,3.0,25
Nashik,Maharashtrian,2,3.8499999999999996,294
Nashik,"Malwani, North Indian, Chinese, Seafood",1,3.5,77
Nashik,Mughlai,1,3.7,162
Nashik,North Indian,5,3.5200000000000005,486
Nashik,"North Indian, Chinese",1,3.5,166
Nashik,"North Indian, Chinese, Continental",1,3.4,71
Nashik,"North Indian, Chinese, Fast Food",1,3.4,162
Nashik,"North Indian, European, Mediterranean, Asian",1,3.8,117
Nashik,"North Indian, Maharashtrian",1,3.6,91
New Delhi,Afghani,2,1.45,39
New Delhi,"Afghani, Mughlai, Chinese",1,0.0,2
New Delhi,"Afghani, North Indian, Pakistani, Arabian",1,0.0,3
New Delhi,American,4,2.175,295
New Delhi,"American, Asian, European, Seafood",1,4.6,1691
New Delhi,"American, Asian, North Indian, Mexican, South Indian",1,3.3,21
New Delhi,"American, British, Continental",1,4.0,969
New Delhi,"American, Continental, Italian",1,3.8,203
New Delhi,"American, Continental, Italian, Bakery",1,3.7,393
New Delhi,"American, Continental, Italian, North Indian, Asian",1,3.7,4914
New Delhi,"American, Continental, North Indian, Chinese",1,3.7,379
New Delhi,"American, European",1,4.2,578
New Delhi,"American, Fast Food",13,3.3153846153846156,5537
New Delhi,"American, Fast Food, Desserts",1,4.0,154
New Delhi,"American, Fast Food, Salad, Healthy Food",38,3.0473684210526315,4263
New Delhi,"American, Finger Food",1,3.3,145
New Delhi,"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",1,3.8,25
New Delhi,"American, Italian, Cafe",1,3.6,480
New Delhi,"American, Italian, Mughlai, North Indian",1,3.5,140
New Delhi,"American, Italian, North Indian, Chinese, Lebanese",1,3.6,1428
New Delhi,"American, Italian, North Indian, European, Thai",1,4.2,361
New Delhi,"American, Mexican, Finger Food",1,4.2,107
New Delhi,"American, North Indian, European, Asian",1,3.7,3697
New Delhi,"American, Tex-Mex",1,3.7,984
New Delhi,"American, Tex-Mex, Italian, Mexican, North Indian",1,2.8,105
New Delhi,"Arabian, Mexican",1,3.5,95
New Delhi,"Arabian, North Indian",1,2.9,7
New Delhi,Asian,7,2.4857142857142853,573
New Delhi,"Asian, Chinese",4,2.375,428
New Delhi,"Asian, Chinese, Thai",1,4.4,42
New Delhi,"Asian, Chinese, Thai, Japanese",1,4.7,268
New Delhi,"Asian, Chinese, Thai, Malaysian, Indonesian, Burmese",1,3.8,24
New Delhi,"Asian, Chinese, Thai, Vietnamese",1,4.2,264
New Delhi,"Asian, Japanese, Chinese, Thai",1,3.9,2003
New Delhi,"Asian, Japanese, Korean, Thai, Chinese",1,4.1,188
New Delhi,"Asian, North Indian",2,3.9499999999999997,456
New Delhi,"Asian, North Indian, Continental",1,3.5,104
New Delhi,"Asian, North Indian, Japanese",1,2.9,48
New Delhi,"Asian, North Indian, Mughlai",1,0.0,1
New Delhi,"Asian, Sushi",1,4.1,695
New Delhi,"Asian, Thai",1,3.7,57
New Delhi,"Asian, Thai, Chinese",1,4.1,1330
New Delhi,"Asian, Thai, Chinese, North Indian",1,3.1,80
New Delhi,Assamese,1,0.0,2
New Delhi,"Assamese, Chinese",2,3.15,263
New Delhi,Awadhi,1,0.0,1
New Delhi,"Awadhi, Mughlai",1,0.0,0
New Delhi,"Awadhi, Mughlai, North Indian",1,0.0,1
New Delhi,Bakery,122,1.7778688524590165,1999
New Delhi,"Bakery, Cafe",1,3.8,79
New Delhi,"Bakery, Chinese",5,1.44,158
New Delhi,"Bakery, Chinese, Fast Food",3,3.533333333333333,503
New Delhi,"Bakery, Desserts",117,2.318803418803419,5586
New Delhi,"Bakery, Desserts, Chinese, Fast Food",2,3.4000000000000004,211
New Delhi,"Bakery, Desserts, Fast Food",42,3.4380952380952383,6926
New Delhi,"Bakery, Desserts, Fast Food, Beverages",1,4.2,729
New Delhi,"Bakery, Desserts, Fast Food, Mithai",1,0.0,0
New Delhi,"Bakery, Desserts, Fast Food, Pizza, Burger, Continental",1,3.6,34
New Delhi,"Bakery, Desserts, Fast Food, Pizza, Burger, Finger Food",1,3.4,33
New Delhi,"Bakery, Desserts, Fast Food, Street Food, Chinese, Beverages",1,3.4,179
New Delhi,"Bakery, Desserts, Healthy Food",1,0.0,2
New Delhi,"Bakery, Desserts, Ice Cream",1,3.4,66
New Delhi,"Bakery, Fast Food",80,2.46625,4775
New Delhi,"Bakery, Fast Food, Beverages",1,3.4,17
New Delhi,"Bakery, Fast Food, Chinese",2,3.3499999999999996,118
New Delhi,"Bakery, Fast Food, Desserts",1,4.3,3591
New Delhi,"Bakery, Fast Food, Pizza",1,3.1,8
New Delhi,"Bakery, Fast Food, Street Food",1,2.9,7
New Delhi,"Bakery, Healthy Food",1,0.0,0
New Delhi,"Bakery, Italian, Chinese, Mexican",3,2.533333333333333,143
New Delhi,"Bakery, Italian, Fast Food, Chinese, Continental",1,2.9,10
New Delhi,"Bakery, Mithai",5,0.6,12
New Delhi,"Bakery, Pizza",1,0.0,0
New Delhi,"Bakery, Street Food",1,3.2,11
New Delhi,Bengali,3,3.3666666666666667,472
New Delhi,"Bengali, Chinese",1,0.0,0
New Delhi,"Bengali, North Indian",3,2.3333333333333335,512
New Delhi,"Bengali, North Indian, Chinese",2,3.7,525
New Delhi,"Bengali, Seafood",1,4.4,1293
New Delhi,"Bengali, South Indian, North Indian, Mughlai",1,3.9,66
