City,Cuisines,Total_Restaurants,Average_Rating,Total_Votes
New Delhi,"Mediterranean, Italian",2,4.2,649
New Delhi,"Mediterranean, Italian, Continental, Spanish, North Indian",1,3.7,2247
New Delhi,Mexican,6,3.0499999999999994,910
New Delhi,"Mexican, American",1,4.2,420
New Delhi,"Mexican, Italian, American",1,3.9,105
New Delhi,"Mexican, Italian, North Indian, Continental, Asian",1,3.3,191
New Delhi,"Mexican, North Indian",1,3.7,57
New Delhi,"Mexican, North Indian, European, Chinese, Italian",1,3.4,35
New Delhi,"Middle Eastern, Mediterranean, North Indian",2,3.4000000000000004,330
New Delhi,Mithai,59,1.616949152542373,566
New Delhi,"Mithai, Bakery",2,1.55,7
New Delhi,"Mithai, Bakery, North Indian",1,0.0,1
New Delhi,"Mithai, Chinese",3,0.9333333333333332,8
New Delhi,"Mithai, Chinese, Street Food",1,3.8,83
New Delhi,"Mithai, Fast Food",6,1.0833333333333333,28
New Delhi,"Mithai, North Indian",3,3.233333333333333,47
New Delhi,"Mithai, North Indian, Chinese, Street Food",1,2.8,8
New Delhi,"Mithai, North Indian, South Indian",1,3.7,59
New Delhi,"Mithai, North Indian, South Indian, Chinese, Bakery",1,3.3,13
New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food",2,3.0,39
New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",1,0.0,0
New Delhi,"Mithai, North Indian, South Indian, Street Food",3,2.8666666666666667,31
New Delhi,"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",1,2.9,4
New Delhi,"Mithai, South Indian",1,3.3,32
New Delhi,"Mithai, South Indian, Street Food",3,1.1666666666666667,97
New Delhi,"Mithai, Street Food",90,2.071111111111111,2734
New Delhi,"Mithai, Street Food, Fast Food",1,2.8,10
New Delhi,"Mithai, Street Food, North Indian",3,1.0666666666666667,11
New Delhi,"Mithai, Street Food, North Indian, South Indian",1,0.0,1
New Delhi,"Mithai, Street Food, North Indian, South Indian, Chinese",1,2.7,16
New Delhi,"Mithai, Street Food, North Indian, South Indian, Chinese, Fast Food, Beverages",1,3.2,63
New Delhi,Modern Indian,5,4.58,4830
New Delhi,"Modern Indian, North Indian",1,3.9,450
New Delhi,Mughlai,86,1.544186046511628,2662
New Delhi,"Mughlai, Afghani",1,2.8,25
New Delhi,"Mughlai, Biryani",4,3.325,273
New Delhi,"Mughlai, Chinese",4,0.625,10
New Delhi,"Mughlai, Chinese, North Indian",1,3.0,42
New Delhi,"Mughlai, Fast Food",5,1.34,28
New Delhi,"Mughlai, Fast Food, North Indian",1,2.4,41
New Delhi,"Mughlai, Italian, Finger Food, Middle Eastern",1,3.3,199
New Delhi,"Mughlai, North Indian",43,1.927906976744186,12872
New Delhi,"Mughlai, North Indian, Bengali, Continental",1,2.7,135
New Delhi,"Mughlai, North Indian, Chinese",12,3.25,1267
New Delhi,"Mughlai, North Indian, South Indian",1,3.9,265
New Delhi,"Mughlai, Street Food",1,4.4,305
New Delhi,Naga,3,3.6,301
New Delhi,"Naga, Chinese",1,3.1,7
New Delhi,"Naga, Tibetan",1,3.4,15
New Delhi,"Naga, Tibetan, Chinese, Bakery",1,3.0,4
New Delhi,Nepalese,3,1.3333333333333333,62
New Delhi,"Nepalese, Tibetan",1,0.0,0
New Delhi,North Eastern,2,1.85,94
New Delhi,"North Eastern, North Indian",1,3.0,6
New Delhi,"North Eastern, North Indian, Chinese",1,0.0,1
New Delhi,North Indian,658,1.6341945288753799,25673
New Delhi,"North Indian, Afghani",1,2.6,15
New Delhi,"North Indian, Afghani, Mughlai",1,4.3,104
New Delhi,"North Indian, American, Chinese",1,4.1,501
New Delhi,"North Indian, Asian, Continental",1,3.0,5
New Delhi,"North Indian, Awadhi",1,0.0,1
New Delhi,"North Indian, Bengali",3,3.033333333333333,154
New Delhi,"North Indian, Beverages",1,2.7,16
New Delhi,"North Indian, Biryani",9,2.1222222222222222,359
New Delhi,"North Indian, Biryani, Chinese, Fast Food",5,3.66,1111
New Delhi,"North Indian, Biryani, Fast Food",1,2.6,41
New Delhi,"North Indian, Biryani, Mughlai",1,3.3,157
New Delhi,"North Indian, Chinese",284,2.502112676056338,19381
New Delhi,"North Indian, Chinese, Bakery",1,2.2,64
New Delhi,"North Indian, Chinese, Biryani",1,2.7,14
New Delhi,"North Indian, Chinese, Cafe",2,3.9,1868
New Delhi,"North Indian, Chinese, Continental",30,2.99,2912
New Delhi,"North Indian, Chinese, Continental, Fast Food",4,3.575,210
New Delhi,"North Indian, Chinese, Continental, Italian",10,3.6199999999999997,4446
New Delhi,"North Indian, Chinese, Continental, Italian, Mexican, Lebanese",1,3.5,349
New Delhi,"North Indian, Chinese, Continental, Seafood",1,3.4,218
New Delhi,"North Indian, Chinese, Continental, Thai",2,3.15,18
New Delhi,"North Indian, Chinese, Fast Food",40,2.6075,2403
New Delhi,"North Indian, Chinese, Fast Food, Cafe",1,3.9,288
New Delhi,"North Indian, Chinese, Fast Food, South Indian",1,2.9,6
New Delhi,"North Indian, Chinese, Finger Food",3,3.1999999999999997,301
New Delhi,"North Indian, Chinese, Italian",7,3.0714285714285716,1495
New Delhi,"North Indian, Chinese, Italian, American, Middle Eastern",1,4.2,961
New Delhi,"North Indian, Chinese, Italian, Continental",6,3.3833333333333333,7156
New Delhi,"North Indian, Chinese, Italian, Fast Food",1,2.7,63
New Delhi,"North Indian, Chinese, Italian, Finger Food",1,3.4,220
New Delhi,"North Indian, Chinese, Italian, Lebanese, Mexican",1,4.0,277
New Delhi,"North Indian, Chinese, Italian, Mediterranean",1,3.6,877
New Delhi,"North Indian, Chinese, Italian, Mexican, Lebanese",1,4.0,537
New Delhi,"North Indian, Chinese, Mexican, Italian, Thai, Lebanese",1,4.4,317
New Delhi,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",1,2.5,120
New Delhi,"North Indian, Chinese, Mughlai",46,2.758695652173913,6005
New Delhi,"North Indian, Chinese, Mughlai, Continental",1,3.5,133
New Delhi,"North Indian, Chinese, Mughlai, Italian",1,3.8,1158
New Delhi,"North Indian, Chinese, Mughlai, South Indian",1,3.1,16
New Delhi,"North Indian, Chinese, Raw Meats",1,3.1,68
New Delhi,"North Indian, Chinese, Seafood",1,3.4,67
New Delhi,"North Indian, Chinese, Seafood, Chettinad",1,3.5,168
New Delhi,"North Indian, Chinese, South Indian",19,1.6210526315789473,531
New Delhi,"North Indian, Chinese, South Indian, Bakery",1,2.9,6
New Delhi,"North Indian, Chinese, South Indian, Fast Food",5,2.6399999999999997,425
New Delhi,"North Indian, Chinese, South Indian, Italian",1,3.9,272
New Delhi,"North Indian, Chinese, South Indian, Mithai",1,3.3,199
New Delhi,"North Indian, Chinese, South Indian, Seafood, Chettinad",2,3.7,947
New Delhi,"North Indian, Chinese, South Indian, Street Food, Fast Food, Mithai",1,3.4,110
New Delhi,"North Indian, Chinese, South Indian, Street Food, Mithai",1,2.4,166
New Delhi,"North Indian, Chinese, Street Food",3,2.1,39
New Delhi,"North Indian, Chinese, Street Food, Mithai",1,3.4,22
New Delhi,"North Indian, Chinese, Thai, Italian, Middle Eastern",1,3.5,384
New Delhi,"North Indian, Chinese, Tibetan",1,0.0,0
New Delhi,"North Indian, Chinese, Tibetan, Italian, Fast Food",1,3.2,18
New Delhi,"North Indian, Continental",16,2.9875,4814
New Delhi,"North Indian, Continental, Asian",3,3.9,673
New Delhi,"North Indian, Continental, Asian, Chinese, Thai",1,3.6,305
New Delhi,"North Indian, Continental, Asian, Italian",1,3.9,93
New Delhi,"North Indian, Continental, Chinese",8,2.475,417
New Delhi,"North Indian, Continental, Chinese, Fast Food",1,2.7,24
New Delhi,"North Indian, Continental, Chinese, Italian",3,3.8333333333333335,1149
New Delhi,"North Indian, Continental, Chinese, Italian, Lebanese",1,3.7,49
New Delhi,"North Indian, Continental, Chinese, Italian, Thai, Mughlai",1,3.8,1174
New Delhi,"North Indian, Continental, European",1,3.5,706
New Delhi,"North Indian, Continental, European, American, Mediterranean",1,4.2,69
New Delhi,"North Indian, Continental, European, Chinese, Thai",1,4.3,400
New Delhi,"North Indian, Continental, Fast Food",3,3.1666666666666665,376
New Delhi,"North Indian, Continental, Finger Food",1,3.9,1020
New Delhi,"North Indian, Continental, Italian",6,3.783333333333333,1973
New Delhi,"North Indian, Continental, Italian, Chinese",1,4.1,506
New Delhi,"North Indian, Continental, Italian, Finger Food",1,3.8,227
New Delhi,"North Indian, Continental, Italian, Thai, Chinese",1,3.4,198
New Delhi,"North Indian, Continental, Lebanese",1,3.5,24
New Delhi,"North Indian, Continental, Mughlai",1,3.0,8
New Delhi,"North Indian, Continental, Mughlai, Asian",1,4.1,2514
New Delhi,"North Indian, Continental, Salad",1,3.6,43
New Delhi,"North Indian, Continental, South Indian, Chinese",1,0.0,1
New Delhi,"North Indian, European",4,3.525,1119
New Delhi,"North Indian, European, Asian",1,3.7,42
New Delhi,"North Indian, European, Asian, Mediterranean",1,4.1,1838
New Delhi,"North Indian, European, Chinese",1,3.4,570
New Delhi,"North Indian, European, Continental",1,3.9,696
New Delhi,"North Indian, European, South Indian",1,3.6,43
New Delhi,"North Indian, Fast Food",48,2.1374999999999997,3128
New Delhi,"North Indian, Fast Food, Afghani",1,3.0,4
New Delhi,"North Indian, Fast Food, Bihari",1,3.1,6
New Delhi,"North Indian, Fast Food, Biryani",1,2.9,15
New Delhi,"North Indian, Fast Food, Chinese",6,3.0500000000000003,352
New Delhi,"North Indian, Fast Food, Chinese, Continental",1,2.9,4
New Delhi,"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",1,2.9,32
New Delhi,"North Indian, Fast Food, Chinese, Mithai",1,2.7,16
New Delhi,"North Indian, Fast Food, Chinese, South Indian",1,3.2,39
New Delhi,"North Indian, Fast Food, Continental",1,3.4,246
New Delhi,"North Indian, Fast Food, Italian, Asian",3,4.033333333333333,114
New Delhi,"North Indian, Fast Food, Italian, Chinese, Cafe",1,3.8,280
New Delhi,"North Indian, Fast Food, Mithai",1,0.0,1
New Delhi,"North Indian, Fast Food, Mughlai",3,3.3333333333333335,57
New Delhi,"North Indian, Fast Food, South Indian",3,3.1333333333333333,105
New Delhi,"North Indian, Fast Food, Street Food",1,3.7,142
New Delhi,"North Indian, Finger Food",1,0.0,1
New Delhi,"North Indian, Finger Food, Italian, Chinese",1,3.8,121
New Delhi,"North Indian, Hyderabadi, Kashmiri, Chinese",1,4.0,460
New Delhi,"North Indian, Indian",1,0.0,0
New Delhi,"North Indian, Italian",2,3.8499999999999996,241
New Delhi,"North Indian, Italian, Asian, American",1,4.4,840
New Delhi,"North Indian, Italian, Chinese",5,2.68,901
New Delhi,"North Indian, Italian, Chinese, Fast Food",2,3.8,317
New Delhi,"North Indian, Italian, Chinese, Mexican",1,3.8,367
New Delhi,"North Indian, Italian, Chinese, Thai",1,3.4,391
New Delhi,"North Indian, Italian, Continental",5,2.74,777
New Delhi,"North Indian, Italian, Continental, Asian",1,4.2,162
New Delhi,"North Indian, Italian, Continental, Chinese",1,3.3,1363
New Delhi,"North Indian, Italian, Fast Food",2,3.35,629
New Delhi,"North Indian, Italian, Mexican, Chettinad, Chinese, Lebanese",1,3.9,1286
New Delhi,"North Indian, Kashmiri",1,3.2,14
New Delhi,"North Indian, Kashmiri, Chinese, Thai, Korean",1,3.9,295
New Delhi,"North Indian, Kashmiri, Mughlai",1,2.6,67
New Delhi,"North Indian, Lebanese, European, Mexican",1,3.9,299
New Delhi,"North Indian, Lebanese, Mexican, Asian, Italian, American, European",1,4.0,1203
New Delhi,"North Indian, Lucknowi",1,0.0,3
New Delhi,"North Indian, Maharashtrian",1,3.8,266
New Delhi,"North Indian, Mangalorean, Chinese",1,4.0,345
New Delhi,"North Indian, Mediterranean, Asian",3,3.8333333333333335,2070
New Delhi,"North Indian, Mediterranean, Asian, Continental",1,3.9,3413
New Delhi,"North Indian, Mediterranean, Asian, Fast Food",1,4.3,1129
New Delhi,"North Indian, Mediterranean, Continental",2,3.4000000000000004,417
New Delhi,"North Indian, Mexican, Chinese, Italian",1,3.9,605
New Delhi,"North Indian, Mexican, Italian, Continental",1,3.9,1379
New Delhi,"North Indian, Mithai",4,1.5499999999999998,82
New Delhi,"North Indian, Mithai, South Indian, Street Food, Chinese",1,2.4,37
New Delhi,"North Indian, Mithai, South Indian, Street Food, Fast Food",1,2.7,11
New Delhi,"North Indian, Mithai, Street Food",1,2.6,26
New Delhi,"North Indian, Mughlai",207,2.845410628019324,27951
New Delhi,"North Indian, Mughlai, Armenian",1,0.0,0
New Delhi,"North Indian, Mughlai, Awadhi",1,3.2,14
New Delhi,"North Indian, Mughlai, Biryani",3,3.6999999999999997,925
New Delhi,"North Indian, Mughlai, Biryani, Bengali",1,3.5,443
New Delhi,"North Indian, Mughlai, Chinese",120,2.731666666666667,16003
New Delhi,"North Indian, Mughlai, Chinese, Bakery",1,3.7,281
New Delhi,"North Indian, Mughlai, Chinese, Continental",2,3.55,350
New Delhi,"North Indian, Mughlai, Chinese, Continental, Fast Food",1,2.8,10
New Delhi,"North Indian, Mughlai, Chinese, Fast Food",4,3.05,269
New Delhi,"North Indian, Mughlai, Chinese, Italian",2,3.55,285
New Delhi,"North Indian, Mughlai, Chinese, Seafood",2,3.05,207
New Delhi,"North Indian, Mughlai, Chinese, South Indian",1,2.6,30
New Delhi,"North Indian, Mughlai, Continental",1,3.2,38
New Delhi,"North Indian, Mughlai, Continental, Chinese",1,3.7,213
New Delhi,"North Indian, Mughlai, Fast Food",1,2.9,8
New Delhi,"North Indian, Mughlai, Fast Food, South Indian",1,3.3,26
New Delhi,"North Indian, Mughlai, Kashmiri",1,3.5,208
New Delhi,"North Indian, Mughlai, Lebanese",1,3.8,300
New Delhi,"North Indian, Mughlai, Nepalese, Tibetan, Korean",1,0.0,2
New Delhi,"North Indian, Mughlai, South Indian",1,3.3,140
New Delhi,"North Indian, Rajasthani, Gujarati",1,0.0,1
New Delhi,"North Indian, Seafood, Continental",1,3.4,45
New Delhi,"North Indian, South Indian",23,1.7260869565217392,418
New Delhi,"North Indian, South Indian, Bakery, Italian",1,0.0,1
New Delhi,"North Indian, South Indian, Bihari",1,4.5,2213
New Delhi,"North Indian, South Indian, Chinese",23,2.4217391304347826,766
New Delhi,"North Indian, South Indian, Chinese, Fast Food",8,2.9625,533
New Delhi,"North Indian, South Indian, Chinese, Fast Food, Bakery, Mithai",1,0.0,0
New Delhi,"North Indian, South Indian, Chinese, Fast Food, Mithai",1,2.8,102
New Delhi,"North Indian, South Indian, Chinese, Mithai",2,2.7,52
New Delhi,"North Indian, South Indian, Chinese, Mithai, Fast Food",1,3.1,117
New Delhi,"North Indian, South Indian, Chinese, Mughlai",1,2.4,137
New Delhi,"North Indian, South Indian, Chinese, Street Food",2,3.05,93
New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food",1,2.6,45
New Delhi,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",8,3.625,1985
New Delhi,"North Indian, South Indian, Chinese, Street Food, Mithai",2,3.0999999999999996,650
New Delhi,"North Indian, South Indian, Continental, Fast Food",1,3.0,5
New Delhi,"North Indian, South Indian, Fast Food",5,2.38,275
New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",6,2.966666666666667,1080
New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Mithai",1,3.2,129
New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",1,2.8,42
New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Mithai",1,3.4,81
New Delhi,"North Indian, South Indian, Mithai",1,0.0,0
New Delhi,"North Indian, South Indian, Mughlai",2,1.45,7
New Delhi,"North Indian, South Indian, Street Food",2,3.75,349
New Delhi,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",1,2.1,121
New Delhi,"North Indian, South Indian, Street Food, Fast Food, Mithai",1,2.5,85
New Delhi,"North Indian, South Indian, Street Food, Mithai",1,3.3,421
New Delhi,"North Indian, Spanish, Mediterranean",1,3.9,555
New Delhi,"North Indian, Street Food",17,2.5058823529411764,1331
New Delhi,"North Indian, Street Food, Chinese",1,3.2,21
New Delhi,"North Indian, Street Food, Chinese, South Indian",1,2.5,49
New Delhi,"North Indian, Street Food, Chinese, South Indian, Mithai",1,3.6,85
New Delhi,"North Indian, Street Food, Fast Food",2,1.55,14
New Delhi,"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",1,3.0,4
New Delhi,"North Indian, Street Food, Mithai",2,2.9,51
New Delhi,"North Indian, Street Food, Mughlai",1,3.5,206
New Delhi,"North Indian, Street Food, South Indian, Fast Food, Chinese",1,2.6,55
New Delhi,"North Indian, Street Food, South Indian, Mithai",1,3.3,205
New Delhi,"North Indian, Tibetan",1,3.7,154
New Delhi,Oriya,1,3.1,52
New Delhi,Parsi,2,3.95,750
New Delhi,"Parsi, Iranian",1,4.2,1914
New Delhi,Pizza,29,1.393103448275862,694
New Delhi,"Pizza, Burger, Fast Food",1,0.0,2
New Delhi,"Pizza, Continental, Beverages",1,3.3,15
New Delhi,"Pizza, Fast Food",92,2.597826086956522,6181
New Delhi,"Pizza, Fast Food, Bakery",1,0.0,1
New Delhi,"Pizza, Fast Food, Chinese",1,3.4,17
New Delhi,"Pizza, Ice Cream",1,0.0,0
New Delhi,"Pizza, Italian",6,3.5833333333333335,3219
New Delhi,"Pizza, Italian, Cafe",1,3.9,1503
New Delhi,"Pizza, North Indian, Continental",1,3.4,42
New Delhi,"Pizza, Salad, Finger Food",1,3.4,27
New Delhi,"Portuguese, African",2,1.85,1894
New Delhi,Rajasthani,1,4.1,769
New Delhi,"Rajasthani, North Indian",1,3.4,69
New Delhi,Raw Meats,2,0.0,1
New Delhi,"Raw Meats, Fast Food",30,1.88,252
New Delhi,"Raw Meats, Fast Food, North Indian",6,2.0833333333333335,102
New Delhi,"Raw Meats, North Indian",3,0.8666666666666667,24
New Delhi,"Raw Meats, North Indian, Fast Food",35,2.8714285714285714,801
New Delhi,"Raw Meats, Street Food",1,0.0,0
New Delhi,"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",1,3.1,25
New Delhi,"Seafood, Chinese, Japanese, Sushi, Thai",1,3.7,44
New Delhi,"Seafood, Chinese, Japanese, Vietnamese, Asian, Thai",1,3.9,287
New Delhi,"Seafood, Continental, European",1,3.7,601
New Delhi,"Seafood, Italian",1,3.9,66
New Delhi,"Seafood, Mughlai, North Indian",1,0.0,0
New Delhi,"Seafood, North Indian",2,3.9000000000000004,640
New Delhi,"Seafood, South Indian, Andhra, Hyderabadi, Goan",1,4.2,336
New Delhi,South American,1,3.3,14
New Delhi,South Indian,81,2.3246913580246913,13820
New Delhi,"South Indian, Andhra",1,4.2,3010
New Delhi,"South Indian, Biryani",1,0.0,1
New Delhi,"South Indian, Chettinad",1,2.8,49
New Delhi,"South Indian, Chettinad, North Indian, Chinese",1,3.4,161
New Delhi,"South Indian, Chinese",30,2.356666666666667,768
New Delhi,"South Indian, Chinese, Continental",1,0.0,1
New Delhi,"South Indian, Chinese, Fast Food",3,0.9666666666666667,6
New Delhi,"South Indian, Chinese, Fast Food, Mithai",1,2.8,11
New Delhi,"South Indian, Chinese, Mithai",1,0.0,0
New Delhi,"South Indian, Chinese, North Indian",1,3.3,70
New Delhi,"South Indian, Fast Food",8,2.8375,516
New Delhi,"South Indian, Fast Food, Chinese",2,1.45,12
New Delhi,"South Indian, Fast Food, North Indian, Chinese",1,0.0,2
New Delhi,"South Indian, Fast Food, Street Food",1,3.1,44
New Delhi,"South Indian, Kerala",1,3.8,49
New Delhi,"South Indian, Nepalese",1,0.0,1
New Delhi,"South Indian, North Indian",14,2.7857142857142856,710
New Delhi,"South Indian, North Indian, Chinese",24,2.6,3478
New Delhi,"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai",1,3.5,1198
New Delhi,"South Indian, North Indian, Chinese, Mughlai",1,3.1,13
New Delhi,"South Indian, North Indian, Chinese, Street Food, Fast Food",1,2.8,39
New Delhi,"South Indian, North Indian, Fast Food",1,2.8,12
New Delhi,"South Indian, North Indian, Street Food, Chinese, Mithai",1,3.5,368
New Delhi,"South Indian, Pizza, Chinese",1,0.0,0
New Delhi,"South Indian, Street Food, Chinese",1,0.0,2
New Delhi,"South Indian, Street Food, Desserts",1,3.0,7
New Delhi,"South Indian, Street Food, Mithai",2,1.75,75
New Delhi,"Spanish, Italian",1,4.3,800
New Delhi,Street Food,123,2.1048780487804875,8155
New Delhi,"Street Food, Bakery",1,2.8,7
New Delhi,"Street Food, Beverages",2,3.8,411
New Delhi,"Street Food, Chinese",6,0.5499999999999999,29
New Delhi,"Street Food, Chinese, Mithai",1,3.3,12
New Delhi,"Street Food, Chinese, North Indian",1,3.6,364
New Delhi,"Street Food, Chinese, North Indian, Mithai",2,3.4,192
New Delhi,"Street Food, Desserts",3,2.8666666666666667,26
New Delhi,"Street Food, Fast Food",6,1.5333333333333332,51
New Delhi,"Street Food, Fast Food, Beverages",1,3.1,7
New Delhi,"Street Food, Fast Food, Chinese, South Indian, North Indian",1,3.7,65
New Delhi,"Street Food, Mithai",14,2.107142857142857,254
New Delhi,"Street Food, Mughlai",1,3.3,47
New Delhi,"Street Food, North Indian",9,2.977777777777778,628
New Delhi,"Street Food, North Indian, Chinese, Continental",1,3.9,1485
New Delhi,"Street Food, North Indian, Mithai",1,3.5,60
New Delhi,"Street Food, North Indian, South Indian",1,2.9,4
New Delhi,"Street Food, North Indian, South Indian, Chinese",1,3.1,10
New Delhi,"Street Food, North Indian, South Indian, Chinese, Mithai",2,3.8,1380
New Delhi,"Street Food, North Indian, South Indian, Mithai",3,3.466666666666667,113
New Delhi,"Street Food, South Indian",3,3.4666666666666663,533
New Delhi,"Street Food, South Indian, Chinese",1,2.7,31
New Delhi,"Street Food, South Indian, Mithai",4,2.35,201
New Delhi,Sushi,2,3.95,91
New Delhi,"Sushi, Asian",3,3.6333333333333333,144
New Delhi,"Sushi, Japanese, Healthy Food",1,4.0,53
New Delhi,Tea,3,1.1333333333333333,18
New Delhi,"Tea, Beverages, Fast Food",1,0.0,2
New Delhi,"Tea, Cafe",1,4.1,68
New Delhi,"Tea, Fast Food",2,0.0,1
New Delhi,Thai,4,4.0,650
New Delhi,"Thai, Chinese",2,3.65,36
New Delhi,"Thai, Chinese, Asian, Malaysian",1,3.8,118
New Delhi,"Thai, Chinese, Japanese",1,3.7,111
New Delhi,"Thai, Chinese, North Indian",1,3.9,38
New Delhi,"Thai, Chinese, Seafood",1,3.1,70
New Delhi,"Thai, European, Mexican, North Indian, Chinese, Cafe",1,4.5,778
New Delhi,"Thai, Japanese",1,3.6,148
New Delhi,Tibetan,2,0.0,2
New Delhi,"Tibetan, Chinese",12,2.1166666666666667,927
New Delhi,"Tibetan, Chinese, North Indian",2,0.0,1
New Delhi,"Tibetan, Fast Food",1,2.6,41
New Delhi,"Tibetan, Nepalese",1,3.7,807
New Delhi,"Tibetan, South Indian, North Indian",1,0.0,0
New Delhi,Turkish,2,2.95,302
New Delhi,"Turkish, Arabian, Moroccan, Lebanese",1,0.0,0
New Delhi,"Turkish, Mediterranean, Middle Eastern",1,4.3,43
New Delhi,Vietnamese,1,4.0,83
Noida,American,2,1.85,54
Noida,"American, Fast Food, Burger",3,1.7333333333333334,625
Noida,"American, Fast Food, Salad, Healthy Food",11,2.536363636363636,790
Noida,"American, Italian",2,1.3,521
Noida,"American, Italian, Chinese, North Indian, Cafe",1,3.7,833
Noida,"American, Italian, North Indian, Chinese",1,0.0,3
Noida,"American, Tex-Mex",1,3.5,1147
Noida,"American, Tex-Mex, Italian, Mexican, North Indian",1,2.4,221
Noida,"Asian, Chinese, Japanese",1,4.2,316
Noida,"Asian, Continental, Italian, North Indian",1,3.0,579
Noida,"Asian, Thai, Chinese",1,4.3,428
Noida,"Awadhi, North Indian",1,0.0,2
Noida,Bakery,43,1.4255813953488372,870
Noida,"Bakery, Beverages, Fast Food",1,3.6,40
Noida,"Bakery, Desserts",21,2.1523809523809527,437
Noida,"Bakery, Desserts, Fast Food",7,2.8285714285714287,954
Noida,"Bakery, Desserts, Fast Food, North Indian",1,3.5,105
Noida,"Bakery, Fast Food",9,1.511111111111111,582
Noida,"Bakery, Fast Food, Chinese",1,0.0,0
Noida,"Bakery, Fast Food, Desserts",2,1.4,18
Noida,"Bakery, Mithai",1,3.0,11
Noida,"Bakery, North Indian",1,0.0,0
Noida,"Bengali, North Indian",1,2.7,27
Noida,Beverages,12,1.675,286
Noida,"Beverages, Fast Food",2,0.0,5
Noida,Biryani,7,1.0,210
Noida,"Biryani, Hyderabadi",1,3.5,18
Noida,"Biryani, Mughlai",6,2.1999999999999997,323
Noida,"Biryani, North Indian",2,3.25,38
Noida,"Biryani, North Indian, Fast Food",1,2.7,18
Noida,"Biryani, North Indian, Hyderabadi",1,3.8,612
Noida,"Biryani, North Indian, Mughlai",2,3.05,456
Noida,"Burger, American, Fast Food",1,3.8,458
Noida,"Burger, Desserts, Fast Food",4,1.85,570
Noida,"Burger, Fast Food",6,2.283333333333333,757
Noida,Cafe,40,2.1275,1497
Noida,"Cafe, Bakery",1,3.3,13
Noida,"Cafe, Bakery, Fast Food",1,0.0,0
Noida,"Cafe, Chinese",1,3.1,15
Noida,"Cafe, Continental, Fast Food",1,3.3,39
Noida,"Cafe, Continental, Fast Food, Italian",2,1.85,164
Noida,"Cafe, Continental, Italian",1,3.7,51
Noida,"Cafe, Desserts",1,0.0,3
Noida,"Cafe, Fast Food",3,2.466666666666667,149
Noida,"Cafe, Healthy Food, Continental, Italian, Asian",1,3.7,131
Noida,"Cafe, Italian, Chinese",1,3.2,33
Noida,"Cafe, Italian, Chinese, Continental",1,3.7,431
Noida,"Cafe, Italian, Continental, Chinese",1,2.6,26
Noida,"Cafe, Italian, Continental, Desserts",1,3.9,320
Noida,"Cafe, Mexican",1,0.0,2
Noida,"Cafe, North Indian, Chinese",1,3.7,27
Noida,"Cafe, North Indian, Italian",1,3.7,38
Noida,"Cafe, North Indian, Italian, Chinese",1,2.8,16
Noida,"Cafe, Tea",5,3.6,437
Noida,Chinese,54,1.5759259259259257,2553
Noida,"Chinese, Asian",1,2.5,79
Noida,"Chinese, Asian, Thai",1,3.6,582
Noida,"Chinese, Fast Food",8,2.2,68
Noida,"Chinese, Mughlai",1,3.6,49
Noida,"Chinese, Mughlai, North Indian",1,2.6,192
Noida,"Chinese, North Indian",12,1.2249999999999999,207
Noida,"Chinese, North Indian, Fast Food",1,0.0,2
Noida,"Chinese, North Indian, Mughlai",1,0.0,0
Noida,"Chinese, North Indian, Mughlai, Continental",1,3.3,198
Noida,"Chinese, North Indian, South Indian",1,0.0,0
Noida,"Chinese, North Indian, South Indian, Fast Food",1,2.0,161
Noida,"Chinese, Seafood, Asian",1,3.9,515
Noida,"Chinese, South Indian, Fast Food",1,2.8,19
Noida,"Chinese, South Indian, North Indian",1,3.5,57
Noida,"Chinese, Thai",7,2.985714285714286,1935
Noida,"Chinese, Thai, Asian",1,2.4,137
Noida,"Chinese, Thai, Asian, Japanese, Korean, Seafood",1,3.9,173
Noida,"Chinese, Thai, Fast Food",2,1.9,43
Noida,"Chinese, Thai, Sushi",1,3.9,199
Noida,Continental,2,1.6,32
Noida,"Continental, American",1,3.3,15
Noida,"Continental, American, Cafe",1,4.1,567
Noida,"Continental, American, Italian, Mediterranean",1,3.8,240
Noida,"Continental, American, North Indian, Chinese",1,3.6,425
Noida,"Continental, Chinese",1,3.0,4
Noida,"Continental, Chinese, North Indian",1,4.1,228
Noida,"Continental, Chinese, North Indian, Indian",1,0.0,3
Noida,"Continental, Fast Food, Asian, Italian",1,3.8,200
